,features,rank
1383,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.16666666666666666,0.10869565217391304,0.38955,0.45325121951219516,0.537261414141414,0.0008295313148071339,0.28125,0.23076923076923078,0.00909090909090909])",21
1384,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.16666666666666666,0.12979598816972818,0.36375714285714283,0.3380756097560976,0.5797418181818181,0.0019355730678833128,0.453125,0.3653846153846154,0.0026666666666666666])",13
1385,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.16666666666666666,0.16304347826086957,0.34217619047619047,0.37003414634146337,0.5465513131313131,0.019770496336236693,0.234375,0.23076923076923078,0.004615384615384616])",11
1386,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.16666666666666666,0.18478260869565216,0.3306880952380952,0.3705951219512196,0.5227272727272727,0.02073828287017835,0.125,0.11538461538461539,0.0064])",14
1387,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.16666666666666666,0.2391304347826087,0.25297619047619047,0.3170731707317073,0.5040404040404041,0.3338863542098714,0.125,0.11538461538461539,0.013333333333333332])",3
1388,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.20833333333333331,0.10869565217391304,0.3650785714285714,0.3550146341463415,0.5455668686868688,0.015069818885662934,0.484375,0.46153846153846156,0.01230769230769231])",32
1389,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.20833333333333331,0.12979598816972818,0.2572761904761905,0.30961951219512196,0.5775533333333333,0.035531591317572234,0.53125,0.576923076923077,0.0013333333333333333])",3
1390,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.20833333333333331,0.13043478260869565,0.2718261904761905,0.33875365853658534,0.5695286868686869,0.031798700400940134,0.125,0.11538461538461539,0.004615384615384616])",11
1391,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.20833333333333331,0.17391304347826086,0.40773809523809523,0.2835365853658537,0.5156565656565657,0.10562698741877505,0.203125,0.19230769230769232,0.006666666666666666])",5
1392,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.25,0.16304347826086957,0.1898142857142857,0.29945853658536586,0.5447250505050505,0.04341213880824001,0.328125,0.21153846153846156,0.004137931034482759])",15
1393,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.25,0.19565217391304346,0.32473571428571424,0.3536585365853659,0.4580808080808081,0.035255080879303194,0.421875,0.42307692307692313,0.005925925925925926])",11
1394,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.25,0.20652173913043478,0.18849285714285716,0.33468780487804883,0.5373175757575758,0.06359740080188027,0.1875,0.17307692307692307,0.005925925925925926])",6
1395,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.25,0.22826086956521738,0.2784380952380952,0.2953926829268293,0.5690236363636364,0.028895340799115165,0.421875,0.42307692307692313,0.002857142857142857])",13
1396,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.25,0.2717391304347826,0.18518571428571426,0.27100243902439025,0.5607183838383839,0.0891746163417669,0.421875,0.42307692307692313,0.005333333333333333])",7
1397,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.29166666666666663,0.11956521739130435,0.2314809523809524,0.34552926829268293,0.5540965656565657,0.019355730678833123,0.40625,0.3269230769230769,0.010769230769230769])",9
1398,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.29166666666666663,0.12979598816972818,0.1937833333333333,0.31639512195121955,0.5762626262626263,0.05060141020323517,0.40625,0.3653846153846154,0.0026666666666666666])",5
1399,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.29166666666666663,0.16304347826086957,0.25066190476190475,0.36111219512195125,0.5000561616161616,0.015484584543066502,0.171875,0.11538461538461539,0.006666666666666666])",12
1400,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.29166666666666663,0.16304347826086957,0.2883595238095238,0.32588048780487805,0.5627385858585859,0.027512788607769942,0.1875,0.17307692307692307,0.002962962962962963])",12
1401,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.3333333333333333,0.12979598816972818,0.2738095238095238,0.2737121951219513,0.5764309090909091,0.07631688096225632,0.390625,0.34615384615384615,0.0026666666666666666])",4
1402,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.3333333333333333,0.21739130434782608,0.2037047619047619,0.31097560975609756,0.5722222222222222,0.12843909857597122,0.515625,0.42307692307692313,0.005714285714285714])",5
1403,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.3333333333333333,0.22826086956521738,0.28373095238095236,0.34281951219512197,0.5328844444444445,0.07700815705792893,0.203125,0.17307692307692307,0.011851851851851851])",7
1404,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.3333333333333333,0.25,0.19907380952380951,0.33739756097560974,0.5345117171717172,0.09581086686022397,0.1875,0.17307692307692307,0.0071428571428571435])",10
1405,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.3333333333333333,0.32608695652173914,0.19312142857142858,0.31436341463414635,0.5723345454545455,0.24457348264897003,0.390625,0.34615384615384615,0.005517241379310345])",11
1406,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.3333333333333333,0.32608695652173914,0.3015880952380952,0.3434951219512195,0.47693595959595964,0.02613023641642472,0.1875,0.17307692307692307,0.007692307692307693])",14
1407,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.375,0.10869565217391304,0.38955,0.36449756097560976,0.5462963636363636,0.009263099682012997,0.140625,0.13461538461538464,0.005714285714285714])",17
1408,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.375,0.12979598816972818,0.21428571428571427,0.24525853658536587,0.5806397979797979,0.15816397068989355,0.328125,0.23076923076923078,0.0012903225806451613])",7
1409,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.375,0.16304347826086957,0.22883571428571428,0.3170731707317073,0.5519640404040403,0.013963777132586754,0.140625,0.13461538461538464,0.004285714285714286])",15
1410,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.375,0.16304347826086957,0.2638880952380952,0.26897073170731706,0.5806957575757575,0.031798700400940134,0.421875,0.42307692307692313,0.0026666666666666666])",7
1411,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.375,0.2717391304347826,0.3029095238095238,0.31097560975609756,0.5561729292929294,0.06829807825245403,0.40625,0.3269230769230769,0.008888888888888889])",12
1412,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.41666666666666663,0.10869565217391304,0.24603095238095235,0.3313,0.5748036363636364,0.04838932669708281,0.15625,0.15384615384615385,0.002962962962962963])",10
1413,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.41666666666666663,0.15217391304347827,0.22089999999999996,0.2818439024390244,0.5570145454545454,0.05295174892852205,0.390625,0.3076923076923077,0.005161290322580645])",11
1414,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.41666666666666663,0.16304347826086957,0.33135,0.3719512195121951,0.5390571717171717,0.024747684225079496,0.140625,0.13461538461538464,0.006666666666666666])",16
1415,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.41666666666666663,0.16304347826086957,0.3478833333333333,0.33468780487804883,0.5763749494949495,0.05101617586063874,0.203125,0.17307692307692307,0.0030769230769230774])",9
1416,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.41666666666666663,0.19565217391304346,0.24867619047619047,0.2920048780487805,0.508529696969697,0.050463154984100644,0.328125,0.23076923076923078,0.004137931034482759])",6
1417,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.41666666666666663,0.25,0.1944452380952381,0.28387560975609755,0.504769898989899,0.06968063044379925,0.234375,0.25,0.006896551724137932])",8
1418,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.4583333333333333,0.20652173913043478,0.2685190476190476,0.3102975609756098,0.5612234343434344,0.058343702474768416,0.1875,0.17307692307692307,0.006153846153846155])",6
1419,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.4583333333333333,0.31521739130434784,0.23941904761904761,0.27439024390243905,0.552749696969697,0.045624222314392365,0.15625,0.15384615384615385,0.005517241379310345])",6
1420,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.4583333333333333,0.3695652173913043,0.20568809523809523,0.26626097560975615,0.4893939393939394,0.06705378128024332,0.1875,0.17307692307692307,0.004])",7
1421,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.4583333333333333,0.3695652173913043,0.23544999999999996,0.3448512195121951,0.5329406060606061,0.08737729849301812,0.15625,0.15384615384615385,0.008571428571428572])",10
1422,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.4583333333333333,0.3804347826086956,0.2632285714285714,0.31639512195121955,0.574130101010101,0.0991289921194525,0.46875,0.38461538461538464,0.006153846153846155])",1
1423,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.5,0.18478260869565216,0.28042380952380946,0.2818439024390244,0.5481480808080809,0.11074243052675238,0.203125,0.17307692307692307,0.005517241379310345])",9
1424,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.5,0.2717391304347826,0.18386190476190478,0.3082658536585366,0.5029179797979798,0.06553297386976359,0.125,0.11538461538461539,0.007407407407407407])",10
1425,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.5,0.3804347826086956,0.22222142857142854,0.30149024390243906,0.549270505050505,0.09954375777685608,0.328125,0.23076923076923078,0.008888888888888889])",8
1426,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.5,0.40217391304347827,0.1289690476190476,0.2655829268292683,0.5491022222222223,0.13272501036914142,0.234375,0.25,0.005714285714285714])",3
1427,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.5416666666666666,0.3913043478260869,0.20965714285714285,0.23577317073170734,0.5514028282828283,0.13148071339693074,0.234375,0.25,0.003870967741935484])",1
1428,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.5416666666666666,0.42391304347826086,0.1752642857142857,0.2682926829268293,0.512570101010101,0.13092769252039266,0.390625,0.34615384615384615,0.002857142857142857])",2
1429,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.5416666666666666,0.4891304347826087,0.15740714285714286,0.2215439024390244,0.5465208080808082,0.13521360431356283,0.328125,0.23076923076923078,0.0024242424242424242])",2
1430,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.5833333333333333,0.12979598816972818,0.2539690476190476,0.3075878048780488,0.5766553535353535,0.071201437854279,0.390625,0.3076923076923077,0.0032])",9
1431,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.5833333333333333,0.12979598816972818,0.2638880952380952,0.28726341463414634,0.5727834343434344,0.0756256048665837,0.46875,0.38461538461538464,0.0013793103448275863])",10
1432,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.5833333333333333,0.21739130434782608,0.21097857142857143,0.31300731707317075,0.5328844444444445,0.07507258399004561,0.3125,0.34615384615384615,0.0096])",8
1433,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.5833333333333333,0.2934782608695652,0.2037047619047619,0.2608390243902439,0.5437711111111111,0.1354901147518319,0.390625,0.34615384615384615,0.0044444444444444444])",7
1434,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.5833333333333333,0.3695652173913043,0.22420714285714285,0.28658536585365857,0.48524121212121213,0.05336651458592562,0.3125,0.34615384615384615,0.005925925925925926])",9
1435,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.625,0.3695652173913043,0.1679904761904762,0.25270975609756097,0.5078563636363637,0.14544449052951747,0.15625,0.15384615384615385,0.004137931034482759])",4
1436,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.625,0.4782608695652174,0.17857142857142855,0.22019024390243902,0.5501682828282829,0.1343840729987557,0.46875,0.40384615384615385,0.004])",3
1437,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.625,0.532608695652174,0.19047619047619047,0.2608390243902439,0.535409696969697,0.18069957140882068,0.15625,0.15384615384615385,0.004285714285714286])",1
1438,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.6666666666666666,0.12979598816972818,0.30357142857142855,0.2513560975609756,0.572839595959596,0.03884971657680077,0.484375,0.46153846153846156,0.0014285714285714286])",12
1439,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.6666666666666666,0.2717391304347826,0.16864999999999997,0.23238536585365852,0.5701458585858585,0.09581086686022397,0.234375,0.25,0.004])",3
1440,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.6666666666666666,0.32608695652173914,0.2043642857142857,0.255419512195122,0.5800785858585858,0.07341352136043135,0.328125,0.23076923076923078,0.003870967741935484])",12
1441,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.7083333333333333,0.32608695652173914,0.2037047619047619,0.255419512195122,0.5569583838383838,0.19203649937785153,0.3125,0.34615384615384615,0.0071428571428571435])",2
1442,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.7083333333333333,0.32608695652173914,0.2552904761904762,0.21748048780487808,0.5732323232323232,0.18733582192727777,0.46875,0.40384615384615385,0.00375])",8
1443,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.75,0.717391304347826,0.18716904761904762,0.20257560975609756,0.555050505050505,0.15138946495230193,0.390625,0.3076923076923077,0.00125])",4
1444,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.7916666666666666,0.5760869565217391,0.23809523809523808,0.20663902439024392,0.5681256565656565,0.12595050463154983,0.390625,0.3076923076923077,0.0012903225806451613])",4
1445,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.9166666666666666,0.7717391304347826,0.1527785714285714,0.17818536585365854,0.5612234343434344,0.2032351721277478,0.3125,0.34615384615384615,0.003870967741935484])",4
1446,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.9583333333333333,0.12979598816972818,0.1752642857142857,0.1869926829268293,0.5712682828282829,0.31148900871007884,0.46875,0.40384615384615385,0.0012903225806451613])",2
1447,"(26,[2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,0.9583333333333333,0.7717391304347826,0.1845238095238095,0.1910560975609756,0.5438270707070707,0.28383796488317437,0.46875,0.40384615384615385,0.005161290322580645])",3
1448,"(26,[2,3,17,18,19,20,21,23,24,25],[1.0,1.0,0.041666666666666664,0.10869565217391304,0.6607142857142857,0.576219512195122,0.477020202020202,0.21875,0.09615384615384616,0.026666666666666665])",30
1449,"(26,[2,3,17,18,19,20,21,23,24,25],[1.0,1.0,0.08333333333333333,0.10869565217391304,0.3703714285714285,0.36111219512195125,0.5722783838383839,0.453125,0.3653846153846154,0.0027586206896551726])",13
1450,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.10869565217391304,0.21428571428571427,0.14634146341463417,0.13131313131313133,0.06387391124014932,0.109375,0.09615384615384616])",40
1451,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.10869565217391304,0.3571428571428571,0.5121951219512195,0.4,0.04189133139776026,0.453125,0.3653846153846154])",34
1452,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.10869565217391304,0.6369047619047619,0.6097560975609756,0.5944444444444444,0.0023503387252868796,0.375,0.2884615384615385])",40
1453,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.10869565217391304,0.6536785714285713,0.5365853658536586,0.5807161616161616,0.004424167012304714,0.34375,0.2692307692307693])",33
1454,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.10869565217391304,0.7142857142857142,0.5203243902439025,0.28484848484848485,0.0033181252592285357,0.375,0.2692307692307693])",72
1455,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.10869565217391304,0.7366952380952381,0.7317073170731707,0.5027331313131314,0.00013825521913452232,0.453125,0.3076923076923077])",43
1456,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.10869565217391304,0.744047619047619,0.6158536585365854,0.37373737373737376,0.005668463984515415,0.640625,0.5576923076923077])",43
1457,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.10869565217391304,0.7477690476190476,0.7347560975609756,0.43623737373737376,0.0009677865339416564,0.15625,0.13461538461538464])",50
1458,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.10869565217391304,0.7714285714285714,0.7951219512195122,0.4404040404040404,0.0012442969722107008,0.171875,0.13461538461538464])",35
1459,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.10869565217391304,0.7857142857142857,0.43902439024390244,0.40404040404040403,0.006912760956726116,0.15625,0.13461538461538464])",47
1460,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.10869565217391304,0.7857142857142857,0.7954975609756099,0.46837616161616163,0.00027651043826904464,0.203125,0.11538461538461539])",45
1461,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.10869565217391304,0.7976190476190476,0.4878048780487805,0.39191919191919194,0.01064565187335822,0.65625,0.7115384615384616])",45
1462,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.12979598816972818,0.17460238095238093,0.5528463414634146,0.5346802020202021,0.0017973178487487903,0.140625,0.13461538461538464])",64
1463,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.12979598816972818,0.36607142857142855,0.31402439024390244,0.6492424242424243,0.003732890916632103,0.53125,0.576923076923077])",38
1464,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.12979598816972818,0.6904761904761905,0.5853658536585367,0.37037030303030305,0.007604037052398729,0.65625,0.7115384615384616])",43
1465,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.12979598816972818,0.8571428571428571,0.6890243902439025,0.29747474747474745,0.0023503387252868796,0.640625,0.5576923076923077])",42
1466,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.12979598816972818,0.8915333333333333,0.8509487804878049,0.5804713131313132,0.0005530208765380893,0.296875,0.3269230769230769])",41
1467,"(26,[2,3,18,19,20,21,22,23,24],[1.0,1.0,0.12979598816972818,0.9047619047619047,0.8268292682926829,0.7127272727272728,0.0012442969722107008,0.625,0.46153846153846156])",65
1468,"(26,[2,3,18,19,20,21,22,23,24,25],[1.0,1.0,0.10869565217391304,0.3710309523809524,0.3794048780487805,0.5733446464646466,0.0015208074104797456,0.390625,0.2884615384615385,0.0013793103448275863])",19
1469,"(26,[2,3,18,19,20,21,22,23,24,25],[1.0,1.0,0.10869565217391304,0.39682619047619044,0.5142268292682928,0.5248036363636364,0.008986589243743952,0.125,0.11538461538461539,0.017142857142857144])",23
1470,"(26,[2,3,18,19,20,21,22,23,24,25],[1.0,1.0,0.10869565217391304,0.4098119047619047,0.4634146341463415,0.5494949494949495,0.005391953546246371,0.4375,0.38461538461538464,0.004210526315789474])",25
1471,"(26,[2,3,18,19,20,21,22,23,24,25],[1.0,1.0,0.10869565217391304,0.4411380952380952,0.5128731707317074,0.5482042424242425,0.0027651043826904466,0.390625,0.2884615384615385,0.01263157894736842])",25
1472,"(26,[2,3,18,19,20,21,22,23,24,25],[1.0,1.0,0.10869565217391304,0.49074047619047617,0.4105682926829269,0.563299595959596,0.0017973178487487903,0.203125,0.15384615384615385,0.005714285714285714])",20
1473,"(26,[2,3,18,19,20,21,22,23,24,25],[1.0,1.0,0.10869565217391304,0.49272380952380956,0.49525853658536584,0.4925365656565657,0.0013825521913452233,0.109375,0.11538461538461539,0.007058823529411765])",26
1474,"(26,[2,3,18,19,20,21,22,23,24,25],[1.0,1.0,0.10869565217391304,0.4960309523809524,0.6165317073170732,0.5448933333333333,0.00041476565740356696,0.3125,0.2884615384615385,0.045714285714285714])",30
1475,"(26,[2,3,18,19,20,21,22,23,24,25],[1.0,1.0,0.10869565217391304,0.5046285714285714,0.45460731707317076,0.4978674747474747,0.0027651043826904466,0.171875,0.09615384615384616,0.008421052631578947])",23
1476,"(26,[2,3,18,19,20,21,22,23,24,25],[1.0,1.0,0.10869565217391304,0.5158738095238095,0.45528536585365853,0.49264868686868685,0.0013825521913452233,0.140625,0.13461538461538464,0.008])",24
1477,"(26,[2,3,18,19,20,21,22,23,24,25],[1.0,1.0,0.10869565217391304,0.5244714285714285,0.5738487804878049,0.503030303030303,0.005115443107977326,0.328125,0.25,0.024])",26
